0,-4.976875
0.0001,4.354765
0.0002,-10.575859
0.0003,-3.110547
0.0004,-5.598984
0.0005,-10.575859
0.0006,-3.110547
0.0007,-1.244219
0.0008,-5.598984
0.0009,-5.598984
0.001,0
0.0011,-5.598984
0.0012,-6.221094
0.0013,-3.110547
0.0014,-2.488437
0.0015,-2.488437
0.0016,-0.622109
0.0017,-4.976875
0.0018,-4.354765
0.0019,5.598984
0.002,-6.221094
0.0021,0
0.0022,-8.709531
0.0023,7.465312
0.0024,-6.221094
0.0025,6.843203
0.0026,-10.575859
0.0027,4.354765
0.0028,-3.732656
0.0029,-4.354765
0.003,1.244219
0.0031,-1.866328
0.0032,-3.732656
0.0033,0
0.0034,-6.221094
0.0035,-8.087421
0.0036,-8.709531
0.0037,-0.622109
0.0038,-6.221094
0.0039,-3.110547
0.004,-6.843203
0.0041,-7.465312
0.0042,3.110547
0.0043,-6.221094
0.0044,-3.110547
0.0045,0
0.0046,-11.197968
0.0047,-0.622109
0.0048,-4.976875
0.0049,-0.622109
0.005,-6.843203
0.0051,1.866328
0.0052,-0.622109
0.0053,-9.33164
0.0054,0
0.0055,-6.843203
0.0056,-0.622109
0.0057,1.244219
0.0058,3.732656
0.0059,-4.354765
0.006,-6.843203
0.0061,-4.354765
0.0062,-4.976875
0.0063,0
0.0064,0
0.0065,-7.465312
0.0066,-2.488437
0.0067,-1.244219
0.0068,-1.244219
0.0069,-3.732656
0.007,7.465312
0.0071,-3.732656
0.0072,-1.244219
0.0073,-6.843203
0.0074,5.598984
0.0075,-1.244219
0.0076,-3.732656
0.0077,-0.622109
0.0078,-6.843203
0.0079,-5.598984
0.008,0.622109
0.0081,-5.598984
0.0082,-9.33164
0.0083,1.866328
0.0084,-14.930624
0.0085,5.598984
0.0086,-9.33164
0.0087,-4.354765
0.0088,4.354765
0.0089,-5.598984
0.009,4.976875
0.0091,-3.110547
0.0092,11.820078
0.0093,-5.598984
0.0094,1.244219
0.0095,-7.465312
0.0096,-6.843203
0.0097,-1.866328
0.0098,-6.221094
0.0099,-3.732656
0.01,-9.33164
0.0101,1.244219
0.0102,-0.622109
0.0103,1.244219
0.0104,4.354765
0.0105,-0.622109
0.0106,6.221094
0.0107,-0.622109
0.0108,-4.354765
0.0109,-6.843203
0.011,-6.221094
0.0111,-4.976875
0.0112,-0.622109
0.0113,6.843203
0.0114,-7.465312
0.0115,-3.732656
0.0116,-1.866328
0.0117,3.732656
0.0118,1.866328
0.0119,0.622109
0.012,-6.843203
0.0121,-3.110547
0.0122,-1.866328
0.0123,6.221094
0.0124,3.732656
0.0125,-4.976875
0.0126,0.622109
0.0127,3.732656
0.0128,-7.465312
0.0129,-3.732656
0.013,-0.622109
0.0131,-6.843203
0.0132,1.866328
0.0133,3.732656
0.0134,-2.488437
0.0135,-7.465312
0.0136,-11.197968
0.0137,-1.866328
0.0138,-13.064297
0.0139,4.354765
0.014,0
0.0141,0
0.0142,1.866328
0.0143,-2.488437
0.0144,-6.221094
0.0145,9.95375
0.0146,-1.244219
0.0147,0
0.0148,-0.622109
0.0149,-5.598984
0.015,-4.976875
0.0151,2.488437
0.0152,-5.598984
0.0153,-6.843203
0.0154,-11.820078
0.0155,-3.732656
0.0156,-2.488437
0.0157,3.110547
0.0158,-4.976875
0.0159,0.622109
0.016,8.709531
0.0161,-10.575859
0.0162,-5.598984
0.0163,8.709531
0.0164,-0.622109
0.0165,3.110547
0.0166,-5.598984
0.0167,-2.488437
0.0168,-7.465312
0.0169,-1.244219
0.017,-3.110547
0.0171,10.575859
0.0172,0.622109
0.0173,-5.598984
0.0174,-3.110547
0.0175,-1.866328
0.0176,-1.244219
0.0177,-1.244219
0.0178,-6.843203
0.0179,3.732656
0.018,-8.087421
0.0181,-2.488437
0.0182,-5.598984
0.0183,3.110547
0.0184,-9.33164
0.0185,6.843203
0.0186,-13.686406
0.0187,-4.976875
0.0188,-5.598984
0.0189,-3.732656
0.019,-2.488437
0.0191,1.866328
0.0192,-8.709531
0.0193,1.244219
0.0194,-11.820078
0.0195,0.622109
0.0196,-13.064297
0.0197,0
0.0198,-5.598984
0.0199,0
0.02,3.732656
0.0201,-4.354765
0.0202,-5.598984
0.0203,-7.465312
0.0204,-4.976875
0.0205,-6.843203
0.0206,-4.354765
0.0207,2.488437
0.0208,-13.064297
0.0209,-7.465312
0.021,-0.622109
0.0211,-0.622109
0.0212,-3.732656
0.0213,3.732656
0.0214,-1.244219
0.0215,6.843203
0.0216,-10.575859
0.0217,1.244219
0.0218,-2.488437
0.0219,0
0.022,-8.087421
0.0221,3.110547
0.0222,-9.95375
0.0223,2.488437
0.0224,-5.598984
0.0225,3.110547
0.0226,5.598984
0.0227,-1.866328
0.0228,-5.598984
0.0229,-4.354765
0.023,-5.598984
0.0231,-6.221094
0.0232,-9.33164
0.0233,-7.465312
0.0234,-0.622109
0.0235,0
0.0236,0.622109
0.0237,-6.221094
0.0238,-0.622109
0.0239,-7.465312
0.024,-3.732656
0.0241,0.622109
0.0242,-16.796953
0.0243,3.110547
0.0244,-1.244219
0.0245,-6.843203
0.0246,-0.622109
0.0247,4.354765
0.0248,-3.732656
0.0249,4.354765
0.025,-13.686406
0.0251,0
0.0252,-7.465312
0.0253,1.244219
0.0254,5.598984
0.0255,-19.285391
0.0256,3.732656
0.0257,-6.221094
0.0258,-0.622109
0.0259,0.622109
0.026,-6.843203
0.0261,-1.244219
0.0262,-5.598984
0.0263,-3.110547
0.0264,1.866328
0.0265,3.110547
0.0266,0.622109
0.0267,-5.598984
0.0268,-10.575859
0.0269,-3.110547
0.027,-7.465312
0.0271,-1.866328
0.0272,-10.575859
0.0273,-5.598984
0.0274,-2.488437
0.0275,-3.110547
0.0276,-6.221094
0.0277,-15.552733
0.0278,-5.598984
0.0279,-3.732656
0.028,-1.866328
0.0281,-3.732656
0.0282,3.110547
0.0283,-7.465312
0.0284,0.622109
0.0285,-3.732656
0.0286,-1.244219
0.0287,1.244219
0.0288,-7.465312
0.0289,1.244219
0.029,-2.488437
0.0291,-4.976875
0.0292,-6.221094
0.0293,-2.488437
0.0294,-6.843203
0.0295,3.732656
0.0296,0.622109
0.0297,-6.843203
0.0298,-1.866328
0.0299,-13.686406
0.03,-4.354765
0.0301,-3.732656
0.0302,-4.976875
0.0303,4.976875
0.0304,-1.866328
0.0305,-1.866328
0.0306,-2.488437
0.0307,-9.33164
0.0308,-5.598984
